"areaCode","villcode","countyname","countyCode","towncode","townname","villname","area_nickname","liCodeA"
"6600002","66000240001","臺中市","66000","66000240","大肚區","王田里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240002","臺中市","66000","66000240","大肚區","中和里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240003","臺中市","66000","66000240","大肚區","福山里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240004","臺中市","66000","66000240","大肚區","營埔里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240005","臺中市","66000","66000240","大肚區","社腳里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240006","臺中市","66000","66000240","大肚區","新興里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240007","臺中市","66000","66000240","大肚區","大東里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240008","臺中市","66000","66000240","大肚區","大肚里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240009","臺中市","66000","66000240","大肚區","永和里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240010","臺中市","66000","66000240","大肚區","磺溪里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240011","臺中市","66000","66000240","大肚區","永順里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240012","臺中市","66000","66000240","大肚區","成功里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240013","臺中市","66000","66000240","大肚區","山陽里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240014","臺中市","66000","66000240","大肚區","頂街里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240015","臺中市","66000","66000240","大肚區","瑞井里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240016","臺中市","66000","66000240","大肚區","蔗廍里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000240017","臺中市","66000","66000240","大肚區","自強里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250001","臺中市","66000","66000250","龍井區","竹坑里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250002","臺中市","66000","66000250","龍井區","龍東里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250003","臺中市","66000","66000250","龍井區","龍西里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250004","臺中市","66000","66000250","龍井區","田中里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250005","臺中市","66000","66000250","龍井區","福田里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250006","臺中市","66000","66000250","龍井區","麗水里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250007","臺中市","66000","66000250","龍井區","龍津里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250008","臺中市","66000","66000250","龍井區","三德里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250009","臺中市","66000","66000250","龍井區","忠和里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250010","臺中市","66000","66000250","龍井區","山腳里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250011","臺中市","66000","66000250","龍井區","龍泉里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250012","臺中市","66000","66000250","龍井區","龍崗里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250013","臺中市","66000","66000250","龍井區","新庄里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250014","臺中市","66000","66000250","龍井區","南寮里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250015","臺中市","66000","66000250","龍井區","新東里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000250016","臺中市","66000","66000250","龍井區","東海里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260001","臺中市","66000","66000260","霧峰區","桐林里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260002","臺中市","66000","66000260","霧峰區","吉峰里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260003","臺中市","66000","66000260","霧峰區","甲寅里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260004","臺中市","66000","66000260","霧峰區","本鄉里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260005","臺中市","66000","66000260","霧峰區","中正里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260006","臺中市","66000","66000260","霧峰區","錦榮里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260007","臺中市","66000","66000260","霧峰區","萊園里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260008","臺中市","66000","66000260","霧峰區","本堂里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260009","臺中市","66000","66000260","霧峰區","坑口里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260010","臺中市","66000","66000260","霧峰區","北柳里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260011","臺中市","66000","66000260","霧峰區","南柳里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260012","臺中市","66000","66000260","霧峰區","四德里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260013","臺中市","66000","66000260","霧峰區","五福里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260014","臺中市","66000","66000260","霧峰區","萬豐里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260015","臺中市","66000","66000260","霧峰區","舊正里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260016","臺中市","66000","66000260","霧峰區","峰谷里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260017","臺中市","66000","66000260","霧峰區","六股里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260018","臺中市","66000","66000260","霧峰區","丁台里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260019","臺中市","66000","66000260","霧峰區","北勢里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600002","66000260020","臺中市","66000","66000260","霧峰區","南勢里","沙鹿區、烏日區、大肚區、龍井區、霧峰區",NA
"6600003","66000150001","臺中市","66000","66000150","后里區","廣福里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150002","臺中市","66000","66000150","后里區","仁里里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150003","臺中市","66000","66000150","后里區","義里里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150004","臺中市","66000","66000150","后里區","后里里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150005","臺中市","66000","66000150","后里區","厚里里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150006","臺中市","66000","66000150","后里區","墩東里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150007","臺中市","66000","66000150","后里區","墩西里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150008","臺中市","66000","66000150","后里區","墩南里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150009","臺中市","66000","66000150","后里區","墩北里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150010","臺中市","66000","66000150","后里區","中和里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150011","臺中市","66000","66000150","后里區","舊社里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150012","臺中市","66000","66000150","后里區","聯合里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150013","臺中市","66000","66000150","后里區","太平里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150014","臺中市","66000","66000150","后里區","眉山里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150015","臺中市","66000","66000150","后里區","泰安里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150016","臺中市","66000","66000150","后里區","公館里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150017","臺中市","66000","66000150","后里區","月眉里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000150018","臺中市","66000","66000150","后里區","義德里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160001","臺中市","66000","66000160","神岡區","神岡里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160002","臺中市","66000","66000160","神岡區","庄前里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160003","臺中市","66000","66000160","神岡區","北庄里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160004","臺中市","66000","66000160","神岡區","庄後里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160005","臺中市","66000","66000160","神岡區","社口里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160006","臺中市","66000","66000160","神岡區","社南里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160007","臺中市","66000","66000160","神岡區","三角里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160008","臺中市","66000","66000160","神岡區","岸裡里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160009","臺中市","66000","66000160","神岡區","大社里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160010","臺中市","66000","66000160","神岡區","豐洲里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160011","臺中市","66000","66000160","神岡區","神洲里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160012","臺中市","66000","66000160","神岡區","溪洲里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160013","臺中市","66000","66000160","神岡區","圳前里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160014","臺中市","66000","66000160","神岡區","新庄里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160015","臺中市","66000","66000160","神岡區","圳堵里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000160016","臺中市","66000","66000160","神岡區","山皮里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170001","臺中市","66000","66000170","潭子區","潭陽里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170002","臺中市","66000","66000170","潭子區","潭秀里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170003","臺中市","66000","66000170","潭子區","潭北里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170004","臺中市","66000","66000170","潭子區","福仁里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170005","臺中市","66000","66000170","潭子區","頭家里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170006","臺中市","66000","66000170","潭子區","甘蔗里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170007","臺中市","66000","66000170","潭子區","東寶里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170008","臺中市","66000","66000170","潭子區","大富里","后里區、神岡區、潭子區、大雅區",NA
"6600003","66000170009","臺中市","66000","66000170","潭子區","大豐里","后里區、神岡區、潭子區、大雅區",NA
